Dialect,序號,詞目,詞性,詞目索引,音讀,音讀（符號）,PFS,PFS輸入式,方言點,釋義,例句,相似詞,相反詞,對應音檔名稱
四縣腔,4562,擂缽, , ,lui11 bad2,luiˇ badˋ,lùi-pat,lui2-pat6,,研缽。承裝物品用以研碎的工具，缽內平滑或者有向中心輻射狀的直形溝紋，或交叉網形溝紋，以增加摩擦力。　,例：吾婆用个擂缽係佢行嫁時節个嫁妝，算起來有六十零年哩！(（奶奶用的擂缽是她出嫁時的嫁妝，算起來有六十多年了！）), , ,　
四縣腔,4563,擂茶, , ,lui11 ca11,luiˇ caˇ,lùi-chhà,lui2-chha2,,一種以茶葉、花生、芝麻、茶葉、生薑、炒米等為原料，用擂缽研磨成糊狀，沖開水和勻而成的茶點。其口味甜鹹皆宜、清香可口。是早期部分地區客家人常用的飲食。　,例：𠊎話著擂茶就係甜个定定，無想著老底个擂茶係鹹个。(（我以為擂茶就是甜的而已，沒想到早期的擂茶是鹹的。）), , ,　
四縣腔,4564,擂臺, ,詞目分類索引/運動休閒,lui11 toi11,luiˇ toiˇ,lùi-thòi,lui2-thoi2,,為比賽所搭建的高臺。,例：這下擂臺頂還在該比賽，輸贏等加下就會知哩。(現在擂臺上還在比賽，輸贏待會就見分曉了！), , ,　
四縣腔,4565,擇菜, ,詞目分類索引/表情動作,tog5 coi55,tog coi,tho̍k-chhoi,thok5-chhoi4,,在煮菜前，將菜葉破損或太硬的部分除去的動作。,例：人客等下就會來吔，遽遽落來𢯭擇菜！(客人等會稍後就來了，快進來幫忙揀菜！), , ,　
四縣腔,4566,擋路, , ,dong31 lu55,dongˋ lu,tóng-lu,tong3-lu4,,阻擋、妨礙來往的通道。,例：湯當燒哦！(湯很燙哦！小孩子閃遠一點，別在這擋路。),杈路　徑杈　攔路　徑人　堵人,讓路,　
四縣腔,4567,操煩, ,詞目分類索引/思維心態,cau24 fan11,cauˊ fanˇ,chhâu-fàn,chhau1-fan2,,操勞煩惱。,例：細人仔恁大吔，你毋使恁操煩。(孩子那麼大了，你不必這麼操心。),掛吊　掛念　擔心　煩勞　操心　煩心　掛心, ,　
四縣腔,4568,操作, , ,cau24 zog2,cauˊ zogˋ,chhâu-chok,chhau1-chok6,,按一定之步驟、程序進行活動。,例：這台機器盡複雜，麼人做得教𠊎仰般來操作？(這台機器很複雜，誰能教我怎樣操作？),運作, ,　
四縣腔,4569,擔保, ,詞目分類索引/財經法政,dam24 bo31,damˊ boˋ,tâm-pó,tam1-po3,,承當保證的責任。,例：佢平時當有信用，𠊎敢同佢擔保。(他平常很有信用，我敢替他擔保。),保證　做保, ,　
四縣腔,4570,擔當, ,詞目分類索引/人物品評,dam24 dong24,damˊ dongˊ,tâm-tông,tam1-tong1,,擔負、承當，亦用來形容一個人做事很有責任感。,例：佢肯做事又有擔當，交分佢定著無問題。(他肯做事又有擔當，交給他一定沒問題。),負責　承擔, ,　
四縣腔,4571,擔任, ,"詞目分類索引/產業勞動
詞目分類索引/財經法政
詞目分類索引/教育文化",dam24 im55,damˊ im,tâm-yim,tam1-yim4,,擔負某種職務及責任。,例：厥老弟在學校擔任教學組長，負責課程个安排。(他弟弟在學校擔任教學組長，負責課程的安排。),擔負　負責　擔當　掌管　掌理, ,　
四縣腔,4572,擔名, ,詞目分類索引/產業勞動,dam24 miang11,damˊ miangˇ,tâm-miàng,tam1-miang2,,自己未涉入，卻承擔名義。,例：佢見擺就恁樣，擔名又喊毋停動，實在無想同佢共組。(他每次都這樣，掛名又叫不動，實在不想跟他同一組。),掛名, ,　
四縣腔,4573,擔硬, ,詞目分類索引/人物品評,dam24 ngang55,damˊ ngang,tâm-ngang,tam1-ngang4,,形容一個人吃得了苦，能夠忍受艱辛。,例：佢當擔硬，單儕人畜一家大細，毋識喊苦。(他很能吃苦，一個人撫養全家，從不喊苦。),堅耐　擔輸贏, ,　
四縣腔,4574,擔輸贏, ,"詞目分類索引/慣用語
詞目分類索引/人物品評",dam24 su24 iang11,damˊ suˊ iangˇ,tâm-sû-yàng,tam1-su1-yang2,,形容一個人能承擔彼此約定的後果，履行承諾，絕不反悔。,例：佢毋擔輸贏，同人打賭輸忒還毋甘願。(他説話不算話，跟人打賭輸了還不甘心。),堅耐　擔硬, ,　
四縣腔,4575,擛手, , ,iag5 su31,iag suˋ,ya̍k-sú,yak5-su3,,揮手、招手。,例：一下火車，就看著阿爸在月臺對面還緊同𠊎擛手。(一下火車，就看到爸爸在月台另一邊一直向我揮手。), , ,　
四縣腔,4576,整理, , ,ziin31 li24,ziinˋ liˊ,chṳ́n-lî,chiin3-li1,,將事物收拾完善。,例：整理書桌仔係佢愛睡目前个好習慣。(整理書桌是他睡前的好習慣。),收揫　撿揫, ,　
四縣腔,4577,樵燥米白, ,"詞目分類索引/慣用語
詞目分類索引/生活狀態",ceu11 zau24 mi31 pag5,ceuˇ zauˊ miˋ pag,chhèu-châu-mí-pha̍k,chheu2-chau1-mi3-phak5,,過去富足人家才有乾柴和白米，故以此形容生活優渥安逸。,例：厥屋下樵燥米白，日仔過來當好，一滴都毋使愁。(他家裡柴乾米白，日子過得優渥安逸，一點都不必擔心。), , ,　
四縣腔,4578,樹根, ,詞目分類索引/植物,su55 gin24,su ginˊ,su-kîn,su4-kin1,,樹木的根部。,例：佢行路無注意看頭前，險險分樹根徑著。(他走路沒有注意看前面，差點被樹根絆倒。), , ,　
四縣腔,4579,樹梗, ,詞目分類索引/植物,su55 guang31,su guangˋ,su-koáng,su4-koang3,,樹的枝幹。,例：樹梗拿來剖析做樵燒當好。(樹的枝幹拿來剖片當柴火很適合。),樹桍　樹椏, ,　
四縣腔,4580,樹影, ,詞目分類索引/植物,su55 iang31,su iangˋ,su-yáng,su4-yang3,,樹下日光照不到的地方。,例：樹影下較無恁熱，你兜去該片搞，較毋會熱著。(樹影下沒這麼熱，你們去那邊玩，比較不會中暑。), , ,　
四縣腔,4581,樹林, ,詞目分類索引/植物,su55 lim11/(又讀)su55 na11,su limˇ/(又讀)su naˇ,su-lìm/(又讀)su-nà,su4-lim2/(又讀)su4-na2,,成片群集生長的樹木。,例：斷烏過後，樹林裡背變到當恬靜。(天黑以後，樹林裡變得很安靜。), , ,　
四縣腔,4582,樹皮, ,詞目分類索引/植物,su55 pi11,su piˇ,su-phì,su4-phi2,,樹的外皮。,例：這隻蟲仔个色目同樹皮當相像，無注意看，看毋出來。(這隻蟲的顏色跟樹皮很像，不注意看，看不出來。),樹殼, ,　
四縣腔,4583,樹薯, ,"詞目分類索引/飲食
詞目分類索引/植物",su55 su11,su suˇ,su-sù,su4-su2,,植物名。莖有髓，脆而易折，分枝為三叉。葉掌狀，三至七深裂。花為圓錐花序，黃或紅黃色。果實為球狀蒴果，具稜翅。其肉質地下塊根亦稱為「樹薯」。可供食用或製粉，並為酒精及味精之主要原料。亦稱「木薯」。,例：樹薯當賤，毋使仰般照顧就做得生到異好。(樹薯的生命力很強，不需要怎麼照顧就能長得很好。), , ,　
四縣腔,4584,樹筒, ,詞目分類索引/植物,su55 tung11,su tungˇ,su-thùng,su4-thung2,,截斷的粗長樹幹。,例：這兜樹筒係對屋背後个大樹鋸下來个，拿來做凳仔坐盡好。(這些樹幹是從屋後的大樹鋸下來的，拿來當椅子坐很棒。),樹身, ,　
四縣腔,4585,樹大影大, ,"詞目分類索引/慣用語
詞目分類索引/人物品評",su55 tai55 iang31 tai55,su tai iangˋ tai,su-thai-yáng-thai,su4-thai4-yang3-thai4,,樹木越高大，樹蔭也越大。用以比喻越有成就的人，貢獻應該要越大。,例：人講个「樹大影大」你有今晡日个成就，最好愛轉去家鄉出兜仔心力正著。(所謂「成就越高，貢獻越大」你有今日的成就，最好要返鄉盡點心力才是。), , ,　
四縣腔,4586,樹枋仔, , ,su55 biong24 e31,su biongˊ eˋ,su-piông-é,su4-piong1-e3,,木板。,例：阿爸儘採用幾垤樹枋仔釘釘啊，就做好一間狗寮。(爸爸隨意用幾塊木板釘一釘，就做好一間狗屋。),枋仔, ,　
四縣腔,4587,樹葉仔, ,詞目分類索引/植物,su55 iab5 e31,su iab eˋ,su-ya̍p-é,su4-yap5-e3,,樹木的葉子。。,例：今晡日个風當大，樹葉仔飛到一哪仔就係。(今天的風很大，樹葉飛得到處都是。), , ,　
四縣腔,4588,樹疕仔, , ,su55 pi31 e31,su piˋ eˋ,su-phí-é,su4-phi3-e3,,從木頭上劈下來的碎片。,例：腦油係用樟樹个樹疕仔入炊仔焗出來个。(樟腦油是用樟樹的碎片放入蒸餾槽蒸餾出來的。), , ,　
四縣腔,4589,橄欖, ,詞目分類索引/植物,(特殊音)ga31 lam31,(特殊音)gaˋ lamˋ,(特殊音)ká-lám,(特殊音)ka3-lam3,,植物名。橄欖科橄欖屬，常綠喬木。其果實亦稱為「橄欖」。果實呈橢圓形，初為黃綠色，後轉為黑黃色，可生食，亦可鹽漬或做成蜜餞食用。,例：阿公盡好食飽飯後食橄欖，佢講做得幫助消化。(祖父很喜歡飯後吃橄欖，他說可以幫助消化。), , ,　
四縣腔,4590,機場, , ,gi24 cong11,giˊ congˇ,kî-chhòng,ki1-chhong2,,飛機場的簡稱。專供飛機停放、升空或降落使用的場所。,例：到吔機場，老妹正講厥護照無帶著，毋知愛仰結煞正好。(到機場了，妹妹才說他沒帶到護照，不知該如何是好。),飛機場　飛行機場, ,　
四縣腔,4591,機會, , ,gi24 fi55,giˊ fi,kî-fi,ki1-fi4,,適當或是關鍵性的時機。,例：這擺有機會好出國考察，一定愛做好事前个準備正好。(這次有機會可以出國考察，一定要做好事前的準備才好。),時機　機緣, ,　
四縣腔,4592,機械, ,詞目分類索引/器物用品,(特殊音)gi24 hai31,(特殊音)giˊ haiˋ,(特殊音)kî-hái,(特殊音)ki1-hai3,,泛指各種機器、器械。,例：好得有這恁多機械，省忒當多人力。(幸好有這麼多機械，節省了許多人力。),機器, ,　
四縣腔,4593,機器, ,詞目分類索引/器物用品,gi24 hi55,giˊ hi,kî-hi,ki1-hi4,,機械器具。由各種零件組成，可供運轉操控以節省人力，並使工作更為便利的裝置。,例：公司新買个機器還吂測試過，故所還做毋得用。(公司新買的機器還沒通過測試，所以還不可以用。),機械, ,　
四縣腔,4594,機油, , ,gi24 iu11,giˊ iuˇ,kî-yù,ki1-yu2,,1.機器上所使用的潤滑油，藉以減少摩擦、降低溫度，便利運轉。　2.引擎等內燃機的潤滑系統中所使用的潤滑油。,"例：自行車个鏈仔係行毋順，做得點兜仔機油。(腳踏車的鏈子如果轉得不順的話，可以點一些機油。)
例：車仔个指示燈著吔，遽遽摎車仔牽去車店換機油。(車子的機油指示燈亮了，快把車子騎去車行換機油。)",烏油, ,　
四縣腔,4595,機票, , ,gi24 peu24/(又讀)gi24 peu55,giˊ peuˊ/(又讀)giˊ peu,kî-phêu/(又讀)kî-pheu,ki1-pheu1/(又讀)ki1-pheu4,,搭乘飛機的票證。,例：佢買好機票哩，準備下隻月去歐洲尞。(他買好機票了，準備下個月去歐洲玩。),飛機票, ,　
四縣腔,4596,橫財, ,詞目分類索引/財經法政,vang11 coi11,vangˇ coiˇ,vàng-chhòi,vang2-chhoi2,,意外獲得的財富，多指以不正當的手段取得。,例：佢兜在災難發生个時節，提高物價，得著一筆橫財。(他們在災難發生的時候，提高物價，得到一筆橫財。), , ,　
四縣腔,4597,橫行, ,"詞目分類索引/人際互動
詞目分類索引/人物品評",vang11 hang11,vangˇ hangˇ,vàng-hàng,vang2-hang2,,行為粗暴，不講道理。,例：該隻人橫打直過，早慢會分人收忒，看佢橫行到幾時？(那個人蠻橫不講理，遲早會被人收拾掉，看他橫行到幾時？), , ,　
四縣腔,4598,橫屋, ,詞目分類索引/建築住居,vang11 vug2,vangˇ vugˋ,vàng-vuk,vang2-vuk6,,與正廳互為垂直的房屋，相當於「廂房」。,例：伙房屋个正廳摎橫屋有連通，落雨天行過去就毋會涿著雨。(三合院的正廳與廂房互通，下雨天走過去就不會淋到雨。), , ,　
四縣腔,4599,橫打直過, ,"詞目分類索引/慣用語
詞目分類索引/人際互動
詞目分類索引/人物品評",vang11 da31 ciid5 go55,vangˇ daˋ ciid go,vàng-tá-chhṳ̍t-ko,vang2-ta3-chhiit5-ko4,,（貶）橫行霸道，蠻橫不講理。,例：該兜鱸鰻仔輒常在市場橫打直過，大家都又惱又恨。(那些流氓常在市場橫行霸道，大家都又惱又恨。), , ,　
四縣腔,4600,歷史, , ,lid5 sii31,lid siiˋ,li̍t-sṳ́,lit5-sii3,,1. 過去所有事件的總稱。人類一切活動及經驗的記錄。　2. 以歷史為研究對象的學科。　,"例：歷史就像一垤鏡仔，提供相像个例仔分𫣆俚參考。(（歷史就像一面鏡子，提供相似的例：歷史就像一垤鏡仔，提供相像个例仔分𫣆俚參考。（歷史就像一面鏡子，提供相似的例子供我們參考。）)
例：佢在高中教歷史。(（他在高中教歷史。）)", , ,　
四縣腔,4601,熻菜, ,詞目分類索引/飲食,hib2 coi55,hibˋ coi,hip-chhoi,hip6-chhoi4,,將菜悶熟。,例：阿姆煮菜該下會用鑊蓋揜等鑊仔來熻菜，分菜較遽兜仔熟。(母親煮菜時會用鍋蓋蓋住來燜菜，使其快點熟。), , ,　
四縣腔,4602,燈草, ,詞目分類索引/植物,den24 co31,denˊ coˋ,tên-chhó,ten1-chho3,,1.植物名。即通草。蔓狀灌木，今稱木通。客家話稱「燈心草」性涼、退火、利尿，也有人纏成捲蛇狀，當針插用。　2.木通的莖，其中心白色部分可用來做油燈的燈心。在客家話稱「燈草」或「燈心」,"例：聽老人家講，燈草莖烳水，毋單淨食涼，還做得利尿。(聽老人家說通草莖煮水喝，不但清涼退火，還可以利尿。)
例：這支燈草浸著水，點火毋著哩，你拿去換忒佢。(這支燈草浸到水，點不著了，你拿去換掉。)", , ,　
四縣腔,4603,燈弇仔, , ,den24 kiem11 e31,denˊ kiemˇ eˋ,tên-khièm-é,ten1-khiem2-e3,,罩燈的一種用具，可以使燈光集中，也可防止被風吹熄。,例：這盞燈仔个燈弇仔恁靚，毋知在哪買个？(這盞燈的燈罩這麼漂亮，不知哪兒買的？), , ,　
四縣腔,4604,燈籠, ,詞目分類索引/器物用品,den24 lung11/(又讀)den24 nung11,denˊ lungˇ/(又讀)denˊ nungˇ,tên-lùng/(又讀)tên-nùng,ten1-lung2/(又讀)ten1-nung2,,用塑膠、細竹、鐵絲等做骨架，外表糊上紗、紙，內置蠟燭、電燈做光源的一種燈具。可以提、掛，主要是作為裝飾品或照明的用具。例：,例：例：姐公个竹篾手藝盡好，佢做个燈籠，在元宵燈節比賽打頭名。(外公的竹編手藝非常好，他做的燈籠，在元宵燈節比賽得冠軍。), , ,　
四縣腔,4605,燈塔, , ,den24 tab2,denˊ tabˋ,tên-thap,ten1-thap6,,設置於海岸、港口或小島上的高塔。塔內裝有強力發電設備，於夜間能定時發出明滅交替的燈光，用以指引船隻航行的方向，以避免海難事件發生。,例：前人行過个腳步，就像一座燈塔，你做得看等佢捉正前進个方向。(前人走過的腳步，就像一座燈塔，你可以看著它修正前進的方向。), , ,　
四縣腔,4606,燈心, ,詞目分類索引/器物用品,den24 xim24,denˊ ximˊ,tên-sîm,ten1-sim1,,蠟燭、油燈或酒精燈中用來將火點燃的燈草、棉紗、棉線等。,例：蠟燭个燈心恁短，風吹啊來，火就烏忒哩。(蠟燭的燈心那麼短，風一吹，火就熄了。),燈芯, ,　
四縣腔,4607,燈盞火, ,詞目分類索引/器物用品,den24 zan31 fo31,denˊ zanˋ foˋ,tên-chán-fó,ten1-chan3-fo3,,油燈的火。用煤油、香油、素油等作燃料的燈火。,例：燈盞火一下光一下暗，會無油哩！(油燈的火忽明忽暗，快沒油了！),油盞火　油盞仔, ,　
四縣腔,4608,燉補, ,"詞目分類索引/疾病醫療
詞目分類索引/飲食",dun24 bu31,dunˊ buˋ,tûn-pú,tun1-pu3,,以慢火將補身的藥材、食物等加以熬煮。,例：一到冬下頭，阿姆就會燉補分𠊎兜食，講較毋會驚寒。(一到冬天，媽媽就會燉煮補品給我們吃，就比較不會怕冷。), , ,　
四縣腔,4609,燒火, ,詞目分類索引/飲食,seu24 fo31,seuˊ foˋ,sêu-fó,seu1-fo3,,1.將燃料放入使之燃燒起火。　2.用言詞火上加油。,"例：頭擺人無瓦斯爐，用灶頭燒火煮飯。(以前人沒有瓦斯爐，用爐灶升火煮飯。)
例：佢兩儕限勢吵毋得煞，你加勢走去燒火，害佢兜冤家無了時哩！(他兩人正吵得不可開交，你還跑去火上加油，害得他們永遠吵不完囉！)",1.窿火, ,　
四縣腔,4610,燒風, , ,seu24 fung24,seuˊ fungˊ,sêu-fûng,seu1-fung1,,1.焚風，在山脈背風面暖而乾燥的風。　2.熱空氣、熱風。,"例：種果子个人一等驚出燒風，天時翕熱，果樹異會著病。(種植水果的人最怕颳焚風，天氣燠熱，果樹容易生病。)
例：老弟个褲昨暗晡拉著尿，阿姊用吹風機个燒風吹吹啊，十分鐘就燥哩。(弟弟的褲子尿溼了，姊姊用吹風機的熱風吹一吹，十分鐘就乾了。)", ,冷風,　
四縣腔,4611,燒金, ,詞目分類索引/宗教民俗,seu24 gim24,seuˊ gimˊ,sêu-kîm,seu1-kim1,,祭拜鬼、神時，焚燒紙錢，拜神燒金紙，祭鬼燒銀紙。,例：阿爸交代𠊎去廟肚拜神，愛記得燒金，順續添兜仔香油錢。(爸爸交代我去廟裡拜拜，要記得燒金紙，順便添些香油錢。),拜喏, ,　
四縣腔,4612,獨立, ,"詞目分類索引/人物品評
詞目分類索引/事物情狀",tug5 lib5,tug lib,thu̍k-li̍p,thuk5-lip5,,1.不倚靠他人而能自立。　2.指國家擁有完整主權與自治能力，內政外交都不受他國干涉。　3.指脫離原有的統治者而自立。,"例：佢讀大學時就離開家鄉，自家一儕獨立過日仔。(他讀大學時就離開家鄉，自己一個人獨立生活。)
例：一個主權獨立國家个選舉，毋使受著其他國家个干涉。(一個主權獨立的國家，不必受到其他國家的干涉。)
例：印度係西元一九四七年對英國統治下獨立出來个。(印度是西元一九四七年從英國統治下獨立出來的)",1.自主,1.倚賴,　
